"UniqueID","Ten Co So Y Te","So Dien Thoai","Dia Chi","Hour","Rating","Gioi Thieu","Dich Vu","Bac Si","Chuyen Khoa","Loai Co So","Hinh Anh",
"H07320","California Fitness & Yoga - Cơ sở 18","0243 9360 888","41 Hai Bà Trưng, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội","Thứ Bảy, Chủ Nhật: 06:00 - 21:00
Thứ Hai - Thứ Sáu: 06:00 - 22:00","","Phòng tập gym quận Hoàn Kiếm dành cho các hội viên có thẻ Diamond trở lên ngoài các tiện nghi và dịch vụ đạt chuẩn 5 sao còn được tập đoàn đầu tư thiết kế theo tiêu chuẩn quốc tế. Phòng gym quận Hoàn Kiếm là nơi hiện đại bậc nhất tại khu vực với đầy đủ các bộ môn dành cho cả nam và nữ. Điểm nhấn tuyệt vời khi tới phòng tập gym Hà Nội quận Hoàn Kiếm là khu vực thư giãn với hồ nước Jacuzzi tạo sóng massage, hỗ trợ hồi phục các nhóm cơ sau quá trình khi luyện tập căng thẳng.","Yoga, Dance, Giảm căng cơ, Kickfit, Group Exercise, Huấn luyện viên cá nhân","DB000174, DB000175, DB000176, DB000177, DB000178, DB000179, DB000180, DB000181, DB000182, DB000183, DB000184, DB000185, DB000186, DB000187, DB000188, DB000189, DB000190, DB000191, DB000192, DB000193","K30","T04","H07320.jpg",
"H07321","Advance Fitness & Gym - Tôn Dật Tiên","0285 4160 555","147 Tôn Dật Tiên, Tân Phong, Quận 7, Hồ Chí Minh","","","Advance Fitness & Gym là trung tâm thể hình tập luyện 1 kèm 1 cùng huấn luyện viên đã và đang  rất phổ biến ở các nước phát triển như Mỹ, Hàn Quốc, Nhật bản… Advance Fitness & Gym rất tự tin sẽ mang đến những hiệu quả cao nhất cũng như an toàn nhất cho quý khách. Đội ngũ huấn luận viên dồi giàu kinh nghiệm, được tuyển chọn và đào tạo một cách nghiêm ngặt , sẽ là người thầy cũng như người bạn thân thiết, luôn quan tâm đến cơ thể của bạn từ chế độ ăn uống hằng ngày cho đến giờ giấc sinh hoạt, tạo cho bạn nguồn cảm hứng trong tập luyện cũng như trong cuộc sống.","","","K30","T04","H07321.jpg",
"H07322","Elite Active Hoàng Đạo Thuý","0243 5593 939","Tầng hầm B1, trung tâm Thương mại Ocean Mall, N05 khu đô thị Trung Hoà - Nhân Chính, Hoàng Đạo Thúy, Cầu Giấy, Hà Nội","Thứ Hai - Chủ Nhật: 06:00 - 22:00","","Là một nhánh nhỏ của trung tâm thể thao cao cấp Elite Fitness, Elite Active chọn cho mình một lối đi riêng với tiêu chí “Thể thao cho mọi người.” Hơn cả một câu lạc bộ, Elite Active đáp ứng đầy đủ nhu cầu luyện tập từ không gian rộng rãi, thoải mái, cơ sở vật chất đạt tiêu chuẩn quốc tế đem lại kết quả tập luyện tốt nhất, và là nơi để hội viên thư giãn sau một ngày làm việc mết mỏi. Hiểu và trân trọng giá trị của từng hội viên, Elite Active luôn mong muốn cung cấp dịch vụ thể thao tốt nhất cho tất cả mọi người.","Group X, Yoga","DB000194, DB000195, DB000196, DB000197, DB000198, DB000199","K30","T04","H07322.jpg",
"H07323","Trung tâm võ thuật đương đại Optimistart Mixed Martial Arts","091 583 82 82","P3-02 The Vista Walk, 628C xa lộ Hà Nội, Phú An, Quận 2, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 07:00 - 21:00","","Optimistart MMA là một gym võ thuật đương đại tại Thành phố Hồ Chí Minh, Việt Nam. Optimistart MMA là một chi nhánh chính thức của võ đường Sitydtong huyền thoại ở Thái Lan. Các lớp của Optimistart MMA là sự kết hợp tập võ thuật với fitness và được thiết kết một cách khoa học để bạn vừa học được những kỹ năng tự vệ và vừa tăng cường thể lực.  ","","DB000200, DB000201, DB000202","K30","T04","H07323.jpg",
"H07324","Câu lạc bộ Gym Hoàng Dung","090 323 53 23","2G/29 D2, 25, Bình Thạnh, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 07:00 - 21:00","","","","","K30","T04","H07324.jpg",
"H07325","Golden Wellness Fitness & Spa","098 226 05 08","Tầng 4, tòa nhà Golden Palace, Mễ Trì, Nam Từ Liêm, Hà Nội","","","","Classic Yoga, Zumba, Aqua Yoga, Group X","","K30","T04","H07325.jpg",
"H07326","Phòng Gym Hóc Môn","098 180 66 06","5/1 Trần Văn Mười, Tân Xuân, Hóc Môn, Hồ Chí Minh","Thứ Hai - Thứ Sáu: 06:30 - 08:00","","","","","K30","T04","",
"H07327","Prana Yoga - Cơ sở Đại Thanh","098 407 50 66","Lô 7 liền kề 2 khu đô thị Đại Thanh Tả, Tả Thanh Oai, Thanh Trì, Hà Nội","Thứ Hai - Chủ Nhật: 05:00 - 22:00","","","","","K30","T04","H07327.jpg",
"H07328","TIMES Fitness & Yoga","0243 7567 999","Tầng 3, tòa 335 Cầu Giấy, Quan Hoa, Cầu Giấy, Hà Nội","Thứ Hai - Thứ Sáu: 06:00 - 21:00
Thứ Bảy, Chủ Nhật: 07:00 - 20:00","","","","DB000203, DB000204","K30","T04","H07328.jpg",
"H07329","Trung tâm đào tạo Vận động viên cấp cao Hà Nội","","Lê Đức Thọ, Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Thứ Hai - Thứ Bảy: 06:30 - 17:30","","","Đào tạo judo, Đào tạo bóng ném, Đào tạo vật, Đào tạo bóng chuyền, Đào tạo teakwondo, Đào tạo bóng rổ, Đào tạo karatedo, Đào tạo boxing, Đào tạo bi sắt","","K30","T04","H07329.jpg",
"H07330","Trung tâm Kryoga Việt Nam","094 607 33 88","538 Cách Mạng Tháng 8, 11, Quận 3, Hồ Chí Minh","Thứ Bảy, Chủ Nhật: 05:30 - 19:00
Thứ Hai - Thứ Sáu: 05:30 - 21:00","","","","DB000205, DB000206, DB000207, DB000208, DB000209, DB000210, DB000211","K30","T04","H07330.jpg",
"H07331","Phòng tập Gym Cần Thơ - Sport Dragon","0292 6252 212","23 Lý Tự Trọng, An Phú, Ninh Kiều, Cần Thơ","Thứ Hai - Chủ Nhật: 05:30 - 21:00","","","","","K30","T04","H07331.jpg",
"H07332","Yoga Living","090 878 98 36","19 Võ Văn Tần, 6, Quận 3, Hồ Chí Minh","","","","","DB000212, DB000213, DB000214, DB000215, DB000216, DB000217, DB000218, DB000219, DB000220, DB000221, DB000222","K30","T04","H07332.jpg",
"H07333","Trung tâm Yoga For You","093 199 85 86","1 Lê Thanh Nghị , Hòa Cường Bắc, Hải Châu, Đà Nẵng","Thứ Hai - Thứ Sáu: 05:00 - 19:00
Thứ Bảy: 05:00 - 19:00 , 05:00 - 19:00","5.0","","","","K30","T04","H07333.jpg",
"H07334","Optimal Gym Vietnam - 2A Mai Văn Vĩnh","0283 7751 718","2A Mai Văn Vĩnh, Tân Quy, Quận 7, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 06:00 - 22:00","","Với 2 chi nhánh có tổng diện tích hơn 1000 mét vuông, được trang bị máy móc theo tiêu chuẩn Mỹ, thiết bị hiện đại, phòng ốc sạch sẽ, đội ngũ nhân viên và Huấn luyện viên chuyên nghiệp, phục vụ tận tình, Optimal Gym Vietnam - Fitness & Yoga đã đáp ứng đúng và đầy đủ các tiêu chuẩn mô hình Optimal Gym quốc tế.","Vinyasa Yoga, Hatha Yoga, Zumba, Group X","DB000223, DB000224, DB000225, DB000226","K30","T04","H07334.jpg",
"H07335","BodyFit - Fitness & Yoga - Cơ sở 4","093 787 87 87","74 đường 14, khu dân cư Him Lam, Tân Hưng, Quận 7, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 08:00 - 22:00","","","Giảm cân                          , Kick boxing, Tăng cân                        , Trị liệu, Lấy lại vóc dáng sau sinh, Yoga, Đào tạo huấn luyện viên, Pilates, Tư vẫn thành lập câu lạc bộ, Crosfit training, Boot camp tearm building, Võ thuật tự vệ, Dance, Jumba, Aerobic","DB000227, DB000228, DB000229, DB000230, DB000231, DB000232, DB000233, DB000234, DB000235, DB000236, DB000237, DB000238, DB000239, DB000240, DB000241, DB000242","K30","T04","",
"H07336","SkyFitness - Cơ sở Trung Văn","091 888 35 58","Tòa nhà Tntracom, khu đô thị Trung Văn, Trung Văn, Nam Từ Liêm, Hà Nội","Thứ Hai - Thứ Bảy: 05:30 - 21:00
Chủ Nhật: 13:00 - 21:00","","Sky Fitness là một trung tâm thể dục thể hình, thẩm mỹ và Yoga hoàn toàn mới, đẳng cấp với quy mô 1000 mét vuông. Lối kiến trúc tổng thể xuyên suốt hợp lý, thiết kế sang trọng, hòa cùng sắc màu vàng xám mạnh mẽ, âm nhạc tuyệt vời thúc đẩy cảm xúc tập luyện trong bạn đồng thời đem đến một tinh thần thoải mái giúp bạn cảm nhận được từng lượng calo trong cơ thể được đốt cháy triệt để và nhanh chóng đạt được sức khỏe tối ưu và thực hiện giấc mơ hình thể lý tưởng.","","DB000243, DB000244, DB000245, DB000246, DB000247, DB000248, DB000249, DB000250, DB000251, DB000252, DB000253, DB000254, DB000255, DB000256, DB000257, DB000258","K30","T04","H07336.jpg",
"H07337","Câu lạc bộ Yoga Diễm Xuân","0283 5146 571","69/5, Đường D2, 25, Bình Thạnh, Hồ Chí Minh","","","","","","K30","T04","",
"H07338","Yoga Hương Tre - Cơ sở Tân Phú","090 839 03 77","213 Lê Trọng Tấn, Sơn Kỳ, Tân Phú, Hồ Chí Minh","Thứ Hai - Thứ Bảy: 05:45 - 20:45","","Đến với Yoga Hương Tre để trãi nghiệm sự bình an của tâm hồn và cân bằng sức khỏe. Với sự nghiện cứu và tìm hiểu sâu sắc về Yoga, khoa học yoga với Khoa sinh học – Cơ thể người; Các bệnh thường gặp; Chế độ dinh dưỡng hợp lí; Não bộ và tâm linh. Sẽ mang đến cho người tập Yoga sự đúng đắn trong từng động tác, sự đúng đắn trong hít thở, sự đúng đắn trong di chuyển, sự đúng đắn khi thực hành thiền định.","","DB000259, DB000260, DB000261, DB000262, DB000263, DB000264, DB000265","K30","T04","H07338.jpg",
"H07339","GANA Yoga Center","093 464 84 21","Tầng 13 tòa nhà Báo Sinh Viên Việt Nam, 68 Phạm Văn Bạch, Yên Hoà, Cầu Giấy, Hà Nội","Thứ Hai - Chủ Nhật: 06:30 - 20:30","","GANA Yoga Center được ấp ủ và hình thành cùng mong muốn đi tiên phong trong việc đem lại cho khách hàng một trải nghiệm Yoga khác biệt và chất lượng  tại Hà Nội. Nổi bật với thiết kế sang trọng mà độc đáo – đậm chất Ấn, cơ sở vật chất tiện nghi, đội ngũ giáo viên bản xứ đầy kinh nghiệm cùng dịch vụ khách hàng chu đáo, tận tâm, song GANA còn mang lại một cảm giác vô cùng gần gũi, ấm áp, thân thiện và yên tâm cho các thành viên.","","DB000266, DB000267","K30","T04","H07339.jpg",
"H07340","Câu lạc bộ thể hình thẩm mỹ Minh Tiệp","090 845 34 11","95 Nguyễn Văn Đậu, 5, Bình Thạnh, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 07:00 - 21:00","","","","","K30","T04","H07340.jpg",
"H07341","Trung tâm Thể dục Thể thao Quận 9","0283 8891 359","343 Lê Văn Việt, Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh","","","Trung tâm thể dục thể thao quận 9 là đơn vị sự nghiệp thể dục thể thao trực thuộc Ủy ban nhân dân quận 9, chịu sự chỉ đạo trực tiếp, toàn diện của Ủy ban nhân dân quận 9, đồng thời chịu sự quản lý hành chính nhà nước theo ngành của Sở thể dục thể thao Thành phố. Trung tâm Thể dục Thể thao quận 9 là đơn vị hoạt động có thu, có tư cách pháp nhân, có con dấu riêng, được mở tài khoản tại kho bạc để hoạt động theo những quy định của nhà nước.","","","K30","T04","H07341.jpg",
"H07342","Fitness Plus Vinh","096 469 37 37","1 Phan Bội Châu, Lê Lợi, Vinh, Nghệ An","Thứ Hai - Chủ Nhật: 05:30 - 21:30","","","Gym, Yoga cơ bản, Yoga nâng cao, Dance Fitness, Body Combat, Body Pump, Body Jam, Shape Up, Pilates, Step Aerobic, Power Core, Fit & Flex, Fitball","DB000268, DB000269, DB000270","K30","T04","H07342.jpg",
"H07343","Trung tâm đào tạo huấn luyện Thiền & Yoga Trái Tim Vàng - 215 Đồng Đen","090 962 46 89","215 Đồng Đen, 11, Tân Bình, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 06:00 - 21:00","","Công ty Cổ phần Cổ phần Thương mại và Dịch vụ Trái Tim Vàng (Golden Hearts Trade & Services JSC) được thành lập bởi Master Sridevi Tố Hải vào ngày 01/04/2008, chuyên tổ chức huấn luyện về Yoga chất lượng, chuyên nghiệp, uy tín. Hơn thế nữa, Golden Hearts còn là ngôi nhà chung của cộng đồng Yogi tâm huyết, giỏi chuyên môn và nhiệt tình, thân thiện. Nơi đây chính là chiếc nôi đào tạo và cung cấp Huấn Luyện Viên Yoga chuyên nghiệp theo đúng chuẩn Quốc Tế, bằng cấp quốc tế của Yoga Alliance International (Ấn Độ) và Yoga Alliance Mỹ.","","DB000271","K30","T04","H07343.jpg",
"H07344","Câu lạc bộ Tinh Võ","","756 Nguyễn Trãi, 11, Quận 5, Hồ Chí Minh","","","","","","K30","T04","H07344.jpg",
"H07345","Sivananda Yoga Vedanta Center Hồ Chí Minh","08 6680 5427","25 Trần Quý Khoách, Tân Định, Quận 1, Hồ Chí Minh","Thứ Bảy: 06:00 - 12:00
Thứ Hai, Thứ Ba, Thứ Tư, Thứ Năm, Thứ Sáu, Chủ Nhật: 06:00 - 20:00","","Sivananda Yoga Vietnam thuộc Trung tâm Sivananda Yoga Vedanta quốc tế. Trung tâm Sivananda Yoga Vedanta được thành lập vào năm 1959, bởi Swami Vishnudevananda – đệ tử của tổ sư Swami Sivananda (một trong những người dạy tâm linh có tầm ảnh hưởng nhất của thế kỷ 20). Đến nay, Sivananda Yoga Vedanta đã có hơn 60 trung tâm trên toàn thế giới. Trung tâm Sivananda Yoga Vedanta hoạt động dựa trên sự mệnh là chia sẻ hòa bình, sức khỏe và niềm vui qua yoga. Mọi người đều được chào đón đến với Sivananda Yoga không chỉ học yoga để cơ thể khỏe mạnh mà còn học các triết lý về yoga ẩn sâu bên trong để áp dụng trong cuộc sống hàng ngày, có thể giúp duy trì một tâm trí và tinh thần bình yên.","Yoga căn bản, Yoga chuyên sâu, Yoga cho bà bầu, Yoga cho người lớn tuổi, Tư duy tích cực và thiền định","DB000272, DB000273, DB000274, DB000275, DB000276, DB000277, DB000278, DB000279, DB000280, DB000281, DB000282","K30","T04","H07345.jpg",
"H07346","VietGym - 453 Lê Văn Lương","090 866 44 12","453 Lê Văn Lương, Tân Phương, Quận 7, Hồ Chí Minh","Thứ Hai - Thứ Bảy: 05:00 - 21:00","","","","","K30","T04","H07346.jpg",
"H07347","Bharat Yoga Dance Club","098 886 12 82","Tầng 7, 52 Chùa Hà, Dịch Vọng, Cầu Giấy, Hà Nội","Thứ Hai - Chủ Nhật: 15:00 - 16:00 , 11:45 - 12:45 , 06:00 - 07:00","","Là bộ môn nhẹ nhàng bất cứ ai cũng có thể luyện tập được, tuy nhiên, nếu tập không đúng cách có thể gây ra những tác dụng ngược như: đau vai, cổ, lưng…. Chính vì thế, để đạt được hiệu quả tốt nhất bạn hãy đến với những trung tâm, câu lạc bộ yoga uy tín để được hướng dẫn bài bản nhất. Bharat Yoga Dance Club - Trung tâm chuyên về yoga hàng đầu sẽ là lựa chọn lí tưởng để bạn làm quen, tập luyện cũng như nâng cao các kĩ thuật của bộ môn Yoga. Giảng viên của khóa học có nhiều năm kinh nghiệm, am hiểu về yoga, giúp học viên lĩnh hội các động tác, kiến thức về yoga một cánh dễ dàng và nhanh nhất. Chỉ sau một tháng luyện tập, khách hàng sẽ thấy những thay đổi rõ rệt của cơ thể mình, cho bạn luôn tự tin và rạng rỡ. ","","DB000283, DB000284, DB000285, DB000286, DB000287, DB000288, DB000289, DB000290, DB000291, DB000292","K30","T04","H07347.jpg",
"H07348","Câu lạc bộ thể hình Swequity - Ultimate Fitness","0243 9750 030","Tầng 10, 1 Lương Yên, Bạch Đằng, Hai Bà Trưng, Hà Nội","Thứ Hai - Thứ Sáu: 06:00 - 21:30
Thứ Bảy, Chủ Nhật: 08:00 - 20:00","","Xin chào các bạn, tôi là Nguyễn Hoàng Trí Dũng – người sáng lập ra kênh Youtube Swequity và phòng tập Swequity Ultimate Fitness. Năm 2013, những video đầu tiên về kiến thức và hướng dẫn tập đã được tôi đăng tải trên Youtube – Swequity. Từ những kinh nghiệm cá nhân và kiến thức tập luyện qua tìm hiểu sách vở, tôi nhận thấy rằng kiến thức về gym của người Việt chưa sâu và bài bản, vẫn chỉ dựa trên những kinh nghiệm truyền miệng – chưa được xác thực. Điều này không những không giúp người tập đạt hiệu quả mà còn có khả năng gây ra chấn thương không đáng có. Vào thời điểm đó, sự tồn tại của một cộng đồng gym vẫn chưa hiện hữu rõ ràng, mà chia thành các nhóm luyện tập nhỏ lẻ. Điều này càng thôi thúc tôi cố gắng truyền tải nhiều thông tin hữu ích và khoa học hơn, cũng như tạo nên một sân chơi, nơi mà mọi người có thể chia sẻ và giải đáp thắc mắc.","Hỏi đáp miễn phí, Đăng ký tập thử, Luyện tập cá nhân, Đo mỡ chuyên nghiệp, Tập luyện cùng Coach","DB000293","K30","T04","H07348.jpg",
